"2107992458","2107992458","RES","ID","Indonesia","Riau","Teluk Kuantan","PT Telkom Indonesia","telkom.co.id","ISP/MOB","7713","PT Telekomunikasi Indonesia","12","-","-"
"2108004936","2108004936","RES","ID","Indonesia","Jakarta Raya","Jakarta","PT Telkom Indonesia","telkom.co.id","ISP/MOB","7713","PT Telekomunikasi Indonesia","16","-","-"
"2108031311","2108031311","RES","ID","Indonesia","Jawa Timur","Malang","PT Telkom Indonesia","telkom.co.id","ISP/MOB","7713","PT Telekomunikasi Indonesia","2","-","-"
"2108035784","2108035784","RES","ID","Indonesia","Sulawesi Selatan","Makassar","PT Telkom Indonesia","telkom.co.id","ISP/MOB","7713","PT Telekomunikasi Indonesia","12","-","-"
"2108061564","2108061564","RES","ID","Indonesia","Jawa Timur","Muktisari","PT Telkom Indonesia","telkom.co.id","ISP/MOB","7713","PT Telekomunikasi Indonesia","22","-","-"
"2108109103","2108109103","RES","ID","Indonesia","Sumatera Selatan","Baturaja","PT Telkom Indonesia","telkom.co.id","ISP/MOB","7713","PT Telekomunikasi Indonesia","12","-","-"
"2108125725","2108125725","RES","ID","Indonesia","Sulawesi Selatan","Sinjai","PT Telkom Indonesia","telkom.co.id","ISP/MOB","7713","PT Telekomunikasi Indonesia","8","-","-"
"2109541482","2109541482","RES","KR","Korea (the Republic of)","Busan-gwangyeoksi","Busan","LG Powercomm","powercomm.com","ISP","17858","LG Powercomm","4","-","-"
"2110708968","2110709127","DCH","JP","Japan","Tokyo","Tokyo","NTT Docomo Business Inc.","ntt.com","DCH","4713","NTT Docomo Business Inc.","1","-","-"
"2111086583","2111086583","RES","VN","Viet Nam","Nghe An","Anh Son","Viettel Group","viettel.com.vn","ISP/MOB","7552","Viettel Group","9","-","-"
"2112157446","2112157446","RES","TW","Taiwan (Province of China)","New Taipei","Banqiao","Chunghwa Telecom Data Communication Business Group","hinet.net","ISP/MOB","3462","Data Communication Business Group","3","-","-"
"2112568666","2112568666","RES","VN","Viet Nam","Nghe An","Dong Thap","Viettel Corporation","viettel.com.vn","ISP/MOB","7552","Viettel Group","4","-","-"
"2112612419","2112612420","RES","VN","Viet Nam","Binh Duong","Uyen Hung","Viettel Corporation","viettel.com.vn","ISP/MOB","7552","Viettel Group","9","-","-"
"2112613927","2112613927","RES","VN","Viet Nam","Ho Chi Minh","Can Gio","Viettel Corporation","viettel.com.vn","ISP/MOB","7552","Viettel Group","27","-","-"
"2113692672","2113692767","DCH","HK","Hong Kong","Hong Kong","Hong Kong","Telstra Global","telstraglobal.com","DCH","4637","Telstra Global","1","-","-"
"2114830377","2114830377","RES","JP","Japan","Tokyo","Tokyo","SoftBank Corp.","softbank.jp","ISP/MOB","17676","SoftBank Corp.","23","-","-"
"2117558965","2117558965","RES","JP","Japan","Tokyo","Tokyo","SoftBank Corp.","softbank.jp","ISP/MOB","17676","SoftBank Corp.","2","-","-"
"2119791928","2119791928","RES","JP","Japan","Tokyo","Tokyo","SoftBank Corp.","softbank.jp","ISP/MOB","17676","SoftBank Corp.","6","-","-"
"2121116061","2121116061","RES","JP","Japan","Tokyo","Tokyo","SoftBank Corp.","softbank.jp","ISP/MOB","17676","SoftBank Corp.","15","-","-"
"2123335728","2123335735","DCH","JP","Japan","Tokyo","Tokyo","Panasonic Digital Co. Ltd.","digital.panasonic.co.jp","DCH","17676","SoftBank Corp.","1","-","-"
"2124242720","2124242720","RES","JP","Japan","Ibaraki","Tsukuba","SoftBank Corp.","softbank.jp","ISP/MOB","17676","SoftBank Corp.","24","-","-"
"2124857674","2124857674","RES","JP","Japan","Tokyo","Tokyo","SoftBank Corp.","softbank.jp","ISP/MOB","17676","SoftBank Corp.","15","-","-"
"2125708808","2125708808","RES","JP","Japan","Yamaguchi","Hikari","SoftBank Corp.","softbank.jp","ISP/MOB","17676","SoftBank Corp.","5","-","-"
"2127617243","2127617243","RES","JP","Japan","Aichi","Nagoya","SoftBank Corp.","softbank.jp","ISP/MOB","17676","SoftBank Corp.","1","-","-"
"2127657378","2127657378","RES","PH","Philippines","National Capital Region","Manila","Infinivan Client","infinivan.com","ISP","152584","InfiniVAN Incorporated","28","-","-"
"2128464542","2128464542","RES","JP","Japan","Tokyo","Tokyo","SoftBank Corp.","softbank.jp","ISP/MOB","17676","SoftBank Corp.","25","-","-"
"2129991331","2129991331","RES","JP","Japan","Shiga","Nagahama","SoftBank Corp.","softbank.jp","ISP/MOB","17676","SoftBank Corp.","28","-","-"
"2147504370","2147504370","RES","RU","Russian Federation","Rostovskaya oblast'","Anastasiyevka","Timer LLC","timernet.ru","ISP","202279","State Unitary Enterprise of The Donetsk People's Republic Republican Telecommunications Operator","23","SCANNER","-"
"2147580677","2147580678","PUB","DE","Germany","Hessen","Frankfurt am Main","Zenlayer Inc","zenlayer.com","DCH","62610","Zenlayer Inc","30","-","-"
"2147599317","2147599318","PUB","US","United States of America","Texas","Dallas","Zenlayer Inc","zenlayer.com","DCH","62610","Zenlayer Inc","30","-","-"
"2148424377","2148424378","PUB","DE","Germany","Hessen","Frankfurt am Main","Zenlayer Inc","zenlayer.com","DCH","29752","Zenlayer Inc","30","-","-"
"2149326452","2149326452","RES","JP","Japan","Aichi","Toyohashi","Infosphere","sphere.ad.jp","ISP","2514","NTT PC Communications Inc.","17","-","-"
"2151759178","2151759178","RES","BY","Belarus","Mahilyowskaya voblasts'","Mahilyow","Unitary Enterprise A1","a1.by","MOB","42772","Unitary Enterprise A1","29","-","-"
"2152159116","2152159116","RES","RU","Russian Federation","Moskovskaya oblast'","Dolgoprudnyy","PJSC Vimpelcom","vimpelcom.com","ISP/MOB","16345","PJSC Vimpelcom","16","-","-"
"2152560960","2152560991","EPN","UG","Uganda","Kampala","Kampala","Palo Alto Networks Inc","paloaltonetworks.com","DCH","394089","Google LLC","1","-","Palo Alto Networks"
"2152678501","2152678501","RES","FR","France","Ile-de-France","Paris","Bouygues Telecom SA","bouyguestelecom.fr","ISP/MOB","5410","Bouygues Telecom SA","16","-","Webshare"
"2152706999","2152706999","RES","FR","France","Ile-de-France","Paris","Bouygues Telecom SA","bouyguestelecom.fr","ISP/MOB","5410","Bouygues Telecom SA","18","-","-"
"2153408786","2153408786","VPN","PA","Panama","Panama","Panama","Unus Inc.","unus.com","DCH","40861","Paradise Networks LLC","1","-","VyprVPN"
"2153441450","2153441450","VPN","US","United States of America","Texas","Austin","Unus Inc.","unus.com","DCH","-","-","1","-","VyprVPN"
"2154473644","2154473644","RES","SG","Singapore","Singapore","Singapore","SingNet Pte Ltd","singnet.com.sg","ISP","9506","Singtel Fibre Broadband","26","-","-"
"2155441768","2155441768","PUB","US","United States of America","Virginia","Ashburn","RCN","astound.com","DCH","7029","Windstream Communications LLC","30","-","-"
"2155473944","2155473973","VPN","US","United States of America","New Jersey","Secaucus","NTT America Inc.","ntt.com","DCH","203020","HostRoyale Technologies Pvt Ltd","1","-","-"
"2155678208","2155679487","DCH","US","United States of America","California","Los Angeles","Amazon Technologies Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-","-"
"2155836339","2155836339","RES","RO","Romania","Alba","Alba Iulia","Orange Romania","orange.ro","MOB","8953","Orange Romania S.A.","23","-","-"
"2155838256","2155838256","RES","RO","Romania","Ilfov","Chiajna","Orange Romania S.A.","orange.com","MOB","8953","Orange Romania S.A.","21","-","-"
"2156432896","2156434215","DCH","US","United States of America","North Carolina","Charlotte","Flexential Corp.","flexential.com","DCH","13649","Flexential Colorado Corp.","1","-","-"
"2159083707","2159083707","PUB","US","United States of America","Utah","Sandy","NetPro Networks LLC. DBA Mereo Networks","zayo.com","DCH","6461","Zayo Bandwidth","30","-","-"
"2159105136","2159105136","DCH","US","United States of America","Texas","Houston","Zayo Bandwidth LLC","zayo.com","DCH","6461","Zayo Bandwidth","1","-","-"
"2159125458","2159125463","DCH","US","United States of America","New Jersey","Newark","H5 Data Centers","h5datacenters.com","DCH","6461","Zayo Bandwidth","1","-","-"
"2160527632","2160527632","PUB","US","United States of America","California","Santa Clara","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","30","-","-"
"2160545607","2160545607","PUB","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","30","-","-"
"2160555879","2160555885","DCH","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-","-"
"2160566460","2160566460","PUB","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","30","-","-"
"2160574622","2160574623","DCH","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-","-"
"2160584964","2160584964","PUB","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","30","-","-"
"2160662586","2160662586","RES","BR","Brazil","Para","Maraba","Interativa Telecom e Ti Ltda ME","usinet.com.br","ISP","266627","Interativa Telecom e Ti Ltda ME","16","-","-"
"2160670134","2160670134","RES","BR","Brazil","Parana","Matinhos","Cyber Litoral Informatica Ltda - ME","copel.net","ISP","266628","Cyber Litoral Informatica Ltda - ME","6","-","-"
"2160682394","2160682395","RES","BR","Brazil","Minas Gerais","Teofilo Otoni","Conexao VIP Telecom","conexaovip.net.br","ISP","266624","Conexao VIP Telecom","28","-","-"
"2160695008","2160695008","RES","BR","Brazil","Rio Grande do Sul","Feliz","Sul Internet Equipamentos de Informatica Ltda ME","sulinternet.com.br","ISP","266632","Sul Internet Equipamentos de Informatica Ltda ME","24","-","-"
"2160709127","2160709127","RES","BR","Brazil","Pernambuco","Cachoeirinha","Objetivo Informatica Cachoeirinha Ltda-ME","objetivoinformatica.com.br","ISP","266648","Objetivo Informatica Cachoeirinha Ltda-ME","21","-","-"
"2160870116","2160870116","RES","RU","Russian Federation","Novosibirskaya oblast'","Novosibirsk","PJSC MegaFon","megafon.ru","ISP/MOB","31133","PJSC MegaFon","14","-","-"
"2162823581","2162823581","RES","SA","Saudi Arabia","Jazan","Abu 'Arish","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","7","-","-"
"2162849496","2162849496","RES","SA","Saudi Arabia","Ash Sharqiyah","Dhahran","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","8","-","-"
"2162859297","2162859297","RES","SA","Saudi Arabia","Makkah al Mukarramah","Jeddah","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","14","-","-"
"2162883843","2162883843","RES","SA","Saudi Arabia","Ash Sharqiyah","Dhahran","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","39891","Saudi Telecom Company JSC","10","-","-"
"2163280500","2163280501","DCH","SG","Singapore","Singapore","Singapore","NTT America Inc.","ntt.com","DCH","2914","NTT America Inc.","1","-","-"
"2163389627","2163389636","DCH","US","United States of America","Illinois","Chicago","NTT America Inc.","ntt.com","DCH","2914","NTT America Inc.","1","-","-"
"2163402936","2163402936","PUB","US","United States of America","Washington","Redmond","NTT America Inc.","ntt.com","DCH","203020","HostRoyale Technologies Pvt Ltd","30","-","-"
"2163558144","2163560447","DCH","US","United States of America","California","San Francisco","Salesforce Inc.","salesforce.com","DCH","14340","Salesforce Inc.","1","-","-"
"2164314077","2164314077","RES","CM","Cameroon","Centre","Yaounde","MTN Network Solutions","mtn.cm","ISP/MOB","30992","MTN NS Cameroon","23","-","-"
"2167015680","2167016447","DCH","US","United States of America","New York","New York City","Kyndryl","kyndryl.com","DCH","2002","Kyndryl","1","-","-"
"2167213714","2167213714","RES","DZ","Algeria","Oran","Oran","Optimum Telecom Algeria","djezzy.com","ISP/MOB","327931","Optimum Telecom Algeria","25","-","-"
"2167218185","2167218185","RES","DZ","Algeria","Djelfa","Hassi Bahbah","Optimum Telecom Algeria","djezzy.com","ISP/MOB","327931","Optimum Telecom Algeria","11","-","-"
"2167226650","2167226650","RES","DZ","Algeria","Alger","Saoula","Optimum Telecom Algeria","djezzy.com","ISP/MOB","327931","Optimum Telecom Algeria","16","-","-"
"2167228846","2167228846","RES","DZ","Algeria","Boumerdes","Boumerdas","Optimum Telecom Algeria","djezzy.com","ISP/MOB","327931","Optimum Telecom Algeria","15","-","-"
"2167232932","2167232932","RES","DZ","Algeria","Oran","Oran","Optimum Telecom Algeria","djezzy.com","ISP/MOB","327931","Optimum Telecom Algeria","23","-","-"
"2172223314","2172223487","DCH","US","United States of America","Virginia","Ashburn","Oso Grande IP Services LLC","seowebhosting.net","DCH","31898","Oracle Corporation","1","-","-"
"2172306114","2172306114","RES","AO","Angola","Luanda","Luanda","Finstar - Sociedade de Investimento e Participacoes S.A","zap.co.ao","ISP","37645","ZAP-ANGOLA","27","-","-"
"2173051080","2173051081","SES","FR","France","Ile-de-France","Paris","Facebook Inc.","facebook.com","SES","32934","Facebook Inc.","1","-","-"
"2173052956","2173052956","SES","BR","Brazil","Rio de Janeiro","Rio de Janeiro","Facebook Inc.","facebook.com","SES","32934","Facebook Inc.","1","-","-"
"2173054586","2173054589","SES","DE","Germany","Hessen","Frankfurt am Main","Facebook Inc.","facebook.com","SES","32934","Facebook Inc.","1","-","-"
"2173056342","2173056343","SES","PL","Poland","Mazowieckie","Warsaw","Facebook Inc.","facebook.com","SES","32934","Facebook Inc.","1","-","-"
"2173058323","2173058323","SES","US","United States of America","Illinois","Chicago","Facebook Inc.","facebook.com","SES","32934","Facebook Inc.","1","-","-"
"2173060950","2173060961","SES","IT","Italy","Sicilia","Palermo","Facebook Inc.","facebook.com","SES","32934","Facebook Inc.","1","-","-"
"2173063490","2173063490","SES","PL","Poland","Mazowieckie","Warsaw","Facebook Inc.","facebook.com","SES","32934","Facebook Inc.","1","-","-"
"2173065919","2173065923","SES","US","United States of America","California","Menlo Park","Facebook Inc.","facebook.com","SES","32934","Facebook Inc.","1","-","-"
"2173067792","2173067792","SES","DE","Germany","Berlin","Berlin","Facebook Inc.","facebook.com","SES","32934","Facebook Inc.","1","-","-"
"2173069804","2173069807","SES","IN","India","Delhi","Delhi","Facebook Inc.","facebook.com","SES","32934","Facebook Inc.","1","-","-"
"2173776415","2173776639","DCH","US","United States of America","California","San Jose","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","1","-","-"
"2173864381","2173864437","DCH","US","United States of America","Arizona","Phoenix","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","1","-","-"
"2174105510","2174105512","DCH","SG","Singapore","Singapore","Singapore","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","1","-","-"
"2174213119","2174213261","DCH","SE","Sweden","Stockholms lan","Stockholm","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","1","-","-"
"2174317721","2174317739","DCH","US","United States of America","Arizona","Phoenix","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","1","-","-"
"2174450104","2174450104","PUB","US","United States of America","Texas","Austin","Oracle Corporation","oracle.com","DCH","90","Oracle Corporation","30","-","-"
"2177639446","2177640171","DCH","CN","China","Guangdong","Guangzhou","Tencent Cloud Computing (Beijing) Co. Ltd","tencent.com","DCH","45090","Shenzhen Tencent Computer Systems Company Limited","1","-","-"
"2177753368","2177753368","RES","BW","Botswana","Chobe","Kasane","Botswana Fibre Networks (Proprietary) Limited","bofinet.co.bw","ISP","37678","Botswana Fibre Networks (Proprietary) Limited","22","-","-"
"2177923063","2177923063","RES","SA","Saudi Arabia","Ar Riyad","Riyadh","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","29","-","-"
"2178189207","2178189238","DCH","US","United States of America","New Jersey","Clifton","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-","-"
"2178217213","2178217213","DCH","IN","India","Karnataka","Bengaluru","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-","-"
"2178267504","2178267950","DCH","US","United States of America","Virginia","Ashburn","Oracle Public Cloud","oracle.com","DCH","31898","Oracle Corporation","1","-","-"
"2178829333","2178829333","RES","US","United States of America","Texas","Dallas","SpaceX Services Inc.","starlink.com","ISP","14593","Space Exploration Technologies Corporation","16","-","-"
"2178837793","2178837793","RES","MG","Madagascar","Antananarivo","Antananarivo","SpaceX Services Inc.","starlink.com","ISP","14593","Space Exploration Technologies Corporation","29","-","-"
"2178845576","2178845576","RES","CA","Canada","British Columbia","Vancouver","SpaceX Services Inc.","starlink.com","ISP","14593","Space Exploration Technologies Corporation","27","-","-"
"2178851247","2178851247","RES","MX","Mexico","Ciudad de Mexico","Mexico City","SpaceX Services Inc.","starlink.com","ISP","14593","Space Exploration Technologies Corporation","29","-","-"
"2178860240","2178860240","RES","CA","Canada","Ontario","Toronto","SpaceX Services Inc.","starlink.com","ISP","14593","Space Exploration Technologies Corporation","13","-","-"
"2178872479","2178872479","RES","US","United States of America","New York","New York City","SpaceX Services Inc.","starlink.com","ISP","14593","Space Exploration Technologies Corporation","28","-","-"
"2178993493","2178993493","RES","SL","Sierra Leone","Western Area","Freetown","SpaceX Services Inc.","starlink.com","ISP","14593","Space Exploration Technologies Corporation","22","-","-"
"2179080814","2179080901","DCH","IN","India","Maharashtra","Mumbai","Aceville Pte.Ltd.","tencent.com","DCH","139341","ACE","1","-","-"
"2179125726","2179125726","PUB","SG","Singapore","Singapore","Singapore","Tencent Cloud Computing (Beijing) Co. Ltd.","tencent.com","DCH","132203","Tencent Building Kejizhongyi Avenue","30","-","-"
"2179470805","2179470805","RES","LS","Lesotho","Maseru","Maseru","Econet Telecom Lesotho (Pty) Ltd","telecom.co.ls","ISP/MOB","33567","TELECOM-LESOTHO","15","-","-"
"2179491021","2179491021","RES","LS","Lesotho","Maseru","Maseru","Econet Telecom Lesotho (Pty) Ltd","telecom.co.ls","ISP/MOB","33567","TELECOM-LESOTHO","9","-","-"
"2179784755","2179784755","PUB","US","United States of America","New York","New York City","Lamont-Doherty Earth Observatory of Columbia University","columbia.edu","EDU","14","Columbia University","6","-","-"
"2180646486","2180646493","DCH","TW","Taiwan (Province of China)","Taipei","Taipei","NTT America Inc.","ntt.com","DCH","2914","NTT America Inc.","1","-","-"
"2180667969","2180667970","DCH","DE","Germany","Hessen","Frankfurt am Main","NTT America Inc.","ntt.com","DCH","2914","NTT America Inc.","1","-","-"
"2181041649","2181041649","RES","AZ","Azerbaijan","Naxcivan","Nakhchivan","Aznet Technologies LLC","az-net.az","ISP","203680","Araz Tech LLC","19","-","-"
"2181886514","2181886514","PUB","NL","Netherlands (Kingdom of the)","Limburg","Kerkrade","Zappie Host LLC","zappiehost.com","DCH","214716","Weyro Ltd","30","-","-"
"2183368704","2183372799","DCH","US","United States of America","Virginia","Ashburn","Oracle Corporation","oracle.com","DCH","31898","Oracle Corporation","1","-","-"
"2183862895","2183862895","RES","GR","Greece","Kriti","Ierapetra","Nova Telecommunications & Media Single Member S.A","nova.gr","ISP/MOB","1241","Nova Telecommunications & Media Single Member S.A","7","-","-"
"2183972917","2183972917","VPN","US","United States of America","California","Los Angeles","Blazing SEO LLC","blazingseollc.com","DCH","20001","Charter Communications Inc","8","-","Blazing SEO"
"2184251808","2184251808","VPN","FR","France","Centre-Val de Loire","Le Poinconnet","Fine Group Servers Solutions LLC","finegroupservers.com","DCH","59651","Alex Largman","21","-","-"
"2184269483","2184269483","VPN","FI","Finland","Uusimaa","Helsinki","Fine Group Servers Solutions LLC","finegroupservers.com","DCH","35830","Fast Servers (Pty) Ltd","27","-","-"
"2184281701","2184281855","VPN","US","United States of America","Washington","Fox Island","IT Hostline Ltd","ithostline.com","DCH","204957","Route 95 LLC","1","-","UnitVpn"
"2185051440","2185051440","PUB","DE","Germany","Hessen","Frankfurt am Main","Oracle Public Cloud","oracle.com","DCH","31898","Oracle Corporation","30","-","-"
"2185090560","2185090560","PUB","DE","Germany","Hessen","Frankfurt am Main","Oracle Public Cloud","oracle.com","DCH","31898","Oracle Corporation","30","-","-"
"2185096565","2185096566","PUB","DE","Germany","Hessen","Frankfurt am Main","Oracle Public Cloud","oracle.com","DCH","31898","Oracle Corporation","30","-","-"
"2187207415","2187207415","PUB","HK","Hong Kong","Hong Kong","Hong Kong","Light Node Limited","lightnode.com","DCH","154177","Light Node Limited","30","-","-"
"2187241385","2187241385","PUB","US","United States of America","New Jersey","Secaucus","NTT America Inc.","ntt.com","DCH","203020","HostRoyale Technologies Pvt Ltd","30","-","-"
"2187252526","2187252526","VPN","US","United States of America","California","San Francisco","NTT America Inc.","ntt.com","DCH","203020","HostRoyale Technologies Pvt Ltd","12","-","-"
"2187255605","2187255606","PUB","US","United States of America","Washington","Redmond","NTT America Inc.","ntt.com","DCH","203020","HostRoyale Technologies Pvt Ltd","30","-","-"
"2188705997","2188705998","DCH","ES","Spain","Madrid, Comunidad de","Madrid","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-","-"
"2188711085","2188711085","DCH","ES","Spain","Madrid, Comunidad de","Madrid","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-","-"
"2188724528","2188724543","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Cogent Communications LLC","cogentco.com","DCH","174","Cogent Communications LLC","1","-","-"
"2189674547","2189674547","DCH","US","United States of America","Iowa","Des Moines","Microsoft Limited","microsoft.com","DCH","8075","Microsoft Corporation","21","SCANNER","-"
"2191715269","2191715394","DCH","DE","Germany","Hessen","Frankfurt am Main","Oracle Public Cloud","oracle.com","DCH","31898","Oracle Corporation","1","-","-"
"2191827868","2191827868","RES","SA","Saudi Arabia","Ash Sharqiyah","Dhahran","Saudi Telecom Company JSC","stc.com.sa","ISP/MOB","25019","Saudi Telecom Company JSC","13","-","-"
"2192893854","2192893854","RES","US","United States of America","District of Columbia","Washington","Conexio d.o.o. Belgrade","conexio.rs","ISP","6079","RCN","28","-","-"
"2193198720","2193198729","DCH","DK","Denmark","Midtjylland","Horsens","itelligence a/s","itelligence.dk","DCH","31027","GlobalConnect A/S","1","-","-"
"2193736417","2193736417","RES","IQ","Iraq","As Sulaymaniyah","As Sulaymaniyah","Allay Nawroz Telecom Company for Communication/LTD.","newroztelecom.com","ISP/MOB","21277","Allay Nawroz Telecom Company for Communication/LTD.","19","-","-"
"2193739401","2193739401","RES","IQ","Iraq","Arbil","Rawanduz","Allay Nawroz Telecom Company for Communication/LTD.","newroztelecom.com","ISP/MOB","21277","Allay Nawroz Telecom Company for Communication/LTD.","12","-","Webshare"
"2193742563","2193742563","RES","IQ","Iraq","Arbil","Kuysanjaq","Allay Nawroz Telecom Company for Communication/LTD.","newroztelecom.com","ISP/MOB","21277","Allay Nawroz Telecom Company for Communication/LTD.","11","-","-"
"2193745242","2193745242","RES","IQ","Iraq","Arbil","Erbil","Allay Nawroz Telecom Company for Communication/LTD.","newroztelecom.com","ISP/MOB","21277","Allay Nawroz Telecom Company for Communication/LTD.","27","-","-"
"2193747498","2193747498","RES","IQ","Iraq","Arbil","Erbil","Allay Nawroz Telecom Company for Communication/LTD.","newroztelecom.com","ISP/MOB","21277","Allay Nawroz Telecom Company for Communication/LTD.","13","-","-"
"2193749717","2193749717","RES","IQ","Iraq","Arbil","Erbil","Allay Nawroz Telecom Company for Communication/LTD.","newroztelecom.com","ISP/MOB","21277","Allay Nawroz Telecom Company for Communication/LTD.","17","-","-"
"2193752063","2193752063","RES","IQ","Iraq","Arbil","Rawanduz","Allay Nawroz Telecom Company for Communication/LTD.","newroztelecom.com","ISP/MOB","21277","Allay Nawroz Telecom Company for Communication/LTD.","22","-","-"
"2194892402","2194892402","PUB","BE","Belgium","Brussels Hoofdstedelijk Gewest","Brussels","Google LLC","google.com","DCH","396982","Google LLC","30","SPAM/SCANNER","-"
"2197480836","2197480836","RES","CO","Colombia","Tolima","Mariquita","Celsia Internet S.A.S.","celsiainternet.com","ISP","270035","Celsia Internet S.A.S.","26","-","-"
"2197710340","2197710340","VPN","FR","France","Ile-de-France","Paris","Blazing SEO LLC","blazingseollc.com","DCH","397630","Blazing SEO LLC","28","-","Blazing SEO"
"2197716915","2197716915","VPN","FR","France","Ile-de-France","Paris","Blazing SEO LLC","blazingseollc.com","DCH","397630","Blazing SEO LLC","21","-","Blazing SEO"
"2197768043","2197768043","VPN","US","United States of America","California","Los Angeles","Super Link Communications Co. Ltd","superlink.com","ISP","5065","Bunny Communications","1","-","-"
"2197791456","2197791459","VPN","LT","Lithuania","Vilniaus apskritis","Vilnius","Internet Vikings International AB","internetvikings.com","DCH","12552","GlobalConnect AB","1","-","-"
"2197828497","2197828497","PUB","BR","Brazil","Sao Paulo","Sao Paulo","VilavNet Solucoes em Informatica Ltda-ME","matrix.com.br","DCH","61882","VilavNet Solucoes em Informatica Ltda-ME","26","-","-"
"2197847339","2197847339","RES","BR","Brazil","Rio de Janeiro","Inhoaiba","M & A Tecnologia E Transportes","peganet.com.br","ISP","271133","M & A Tecnologia E Transportes","29","-","-"
"2197865689","2197865689","RES","BO","Bolivia (Plurinational State of)","La Paz","La Paz","Telefonica Celular de Bolivia S.A.","tigo.net.bo","MOB","27882","Telefonica Celular de Bolivia S.A.","27","-","-"
"2197867178","2197867178","RES","BR","Brazil","Sao Paulo","Tabatinga","Desktop Sigmanet Comunicacao Multimidia SA","desktop.com.br","ISP","28649","Desktop Sigmanet Comunicacao Multimidia SA","9","-","-"
"2197875392","2197875392","DCH","AR","Argentina","Ciudad Autonoma de Buenos Aires","Buenos Aires","Musurit","musurit.com","DCH","61470","Musurit","1","-","-"
"2202552848","2202552848","RES","AR","Argentina","San Luis","San Luis","San Luis CTV S.A.","sanluisctv.com.ar","ISP","28038","San Luis CTV S.A.","19","-","-"
"2202558015","2202558015","RES","BR","Brazil","Sao Paulo","Aparecida","Provale SCM Ltda","provale.com.br","ISP","262797","Provale SCM Ltda","18","SCANNER","-"
"2202576195","2202576195","RES","BR","Brazil","Maranhao","Colinas","Prisma Telecomunicacoes Ltda. EPP","prismatelcom.com.br","ISP","268487","Prisma Telecomunicacoes Ltda. EPP","13","-","-"
"2202598834","2202598834","RES","BR","Brazil","Rio de Janeiro","Rio de Janeiro","Sintnet-Telecomunicacoes E Informatica Ltda","sintnet.com.br","ISP","61751","Sintnet-Telecomunicacoes E Informatica Ltda","9","-","-"
"2204385038","2204385038","RES","BR","Brazil","Parana","Campo Mourao","Giga Mais Fibra Telecomunicacoes S.A.","gigamaisfibra.com.br","ISP","262354","Giga Mais Fibra Telecomunicacoes S.A.","11","-","-"
"2204402644","2204402644","RES","BR","Brazil","Sao Paulo","Sao Paulo","Brasil Tecpar Amigo Avato","brasiltecpar.com.br","ISP","52866","Brasil Tecpar | Amigo | Avato","13","-","-"
"2204416506","2204416506","RES","PY","Paraguay","Asuncion","Asuncion","AMX Paraguay SA","claro.com.py","MOB","11664","Techtel LMDS Comunicaciones Interactivas S.A.","29","-","-"
"2204434124","2204434124","RES","BR","Brazil","Goias","Itumbiara","JR Net Informatica Ltda - ME","goiasnet.net.br","ISP","61657","JR Net Informatica Ltda - ME","17","-","-"
"2204582752","2204582753","VPN","US","United States of America","Washington","Redmond","NTT America Inc.","ntt.com","DCH","203020","HostRoyale Technologies Pvt Ltd","1","-","-"
"2204588092","2204588114","VPN","US","United States of America","Washington","Redmond","NTT America Inc.","ntt.com","DCH","203020","HostRoyale Technologies Pvt Ltd","1","-","-"
"2204596786","2204596786","PUB","US","United States of America","New Jersey","Newark","NTT America Inc.","ntt.com","DCH","2914","NTT America Inc.","30","-","-"
"2204598223","2204598223","DCH","US","United States of America","New York","New York City","NTT America Inc.","ntt.com","DCH","2914","NTT America Inc.","1","-","-"
