"16777216","16777471","DCH","AU","Australia","Queensland","Brisbane","APNIC and CloudFlare DNS Resolver Project","cloudflare.com","CDN","13335","CloudFlare Inc","1","-"
"65748795","65748795","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"65807407","65807419","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"65861525","65861525","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"65932743","65932876","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"65982111","65982111","DCH","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","1","-"
"66037388","66037388","PUB","US","United States of America","Virginia","Ashburn","Amazon Technologies Inc.","amazon.com","DCH","14618","Amazon.com Inc.","30","-"
"66640594","66640970","DCH","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"66693426","66693426","PUB","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"66740701","66740701","PUB","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"66807800","66808319","DCH","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"66906086","66906158","DCH","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"66954505","66954505","PUB","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"67027451","67027451","PUB","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","30","-"
"67105879","67105914","DCH","IE","Ireland","Dublin","Dublin","Amazon Data Services Ireland Limited","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"67145745","67145745","DCH","US","United States of America","District of Columbia","Washington","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"67185175","67185176","DCH","US","United States of America","New York","New York City","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"67203874","67203876","DCH","US","United States of America","Minnesota","Minneapolis","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"67220495","67220496","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"67287705","67287706","DCH","US","United States of America","Minnesota","Minneapolis","Alliance Core Technologies","alliance-core.com","DCH","3356","Level 3 Parent LLC","1","-"
"67570411","67570416","DCH","US","United States of America","California","San Jose","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"67631104","67631359","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68029297","68029298","DCH","US","United States of America","Illinois","Chicago","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68065130","68065130","PUB","US","United States of America","Utah","Salt Lake City","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","30","-"
"68111731","68111732","DCH","US","United States of America","California","San Francisco","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68165775","68165780","DCH","US","United States of America","Illinois","Chicago","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68203907","68203908","DCH","US","United States of America","Florida","Tampa","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68296448","68296711","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68443136","68443136","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68649483","68649488","DCH","US","United States of America","Utah","Salt Lake City","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68702159","68702160","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68736190","68736192","DCH","US","United States of America","Ohio","Cincinnati","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68750306","68750320","DCH","US","United States of America","Washington","Everett","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68755777","68755778","DCH","US","United States of America","Colorado","Denver","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68760622","68760624","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"68814848","68814896","DCH","US","United States of America","Tennessee","Nashville","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"69101777","69101778","DCH","US","United States of America","Texas","Houston","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"69189783","69189808","DCH","US","United States of America","California","Sacramento","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"69300724","69300735","DCH","US","United States of America","Colorado","Broomfield","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"69419907","69419909","DCH","US","United States of America","California","San Francisco","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"69496934","69496934","PUB","US","United States of America","Florida","Tampa","Rapid Systems Inc.","rapidsys.com","DCH","3356","Level 3 Parent LLC","30","-"
"69614080","69614335","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"69723136","69724159","DCH","US","United States of America","Washington","Spokane","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"70024704","70024959","DCH","US","United States of America","Louisiana","Monroe","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"70533376","70533887","DCH","US","United States of America","Louisiana","Monroe","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"70736850","70736851","DCH","DE","Germany","Nordrhein-Westfalen","Dusseldorf","Level 3 Communications Ltd","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"71027594","71027594","DCH","US","United States of America","Illinois","Chicago","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"71574161","71574161","DCH","SG","Singapore","Singapore","Singapore","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"71583849","71583850","DCH","US","United States of America","California","San Jose","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"71625984","71626239","DCH","US","United States of America","Louisiana","Monroe","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"71671899","71671900","DCH","US","United States of America","District of Columbia","Washington","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"71684134","71684134","DCH","US","United States of America","Texas","Dallas","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"71689789","71689790","DCH","US","United States of America","North Carolina","Charlotte","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"71771824","71771889","DCH","US","United States of America","North Carolina","Charlotte","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"72257225","72257226","DCH","US","United States of America","District of Columbia","Washington","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"72729600","72729855","DCH","US","United States of America","Louisiana","Monroe","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"74292224","74292479","DCH","US","United States of America","Louisiana","Monroe","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"76301091","76305375","DCH","US","United States of America","Washington","Redmond","Microsoft Corporation","microsoft.com","DCH","3598","Microsoft Corporation","1","-"
"77264530","77264530","DCH","US","United States of America","Washington","Quincy","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","5","SCANNER"
"78437028","78437406","DCH","CA","Canada","Ontario","Toronto","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-"
"80076168","80076168","PUB","AU","Australia","New South Wales","Sydney","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","-"
"80982043","80982043","PUB","FR","France","Ile-de-France","Paris","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","-"
"81985812","81985812","PUB","US","United States of America","Arizona","Phoenix","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","-"
"82402222","82402230","DCH","FR","France","Ile-de-France","Paris","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-"
"82928805","82931157","DCH","JP","Japan","Tokyo","Tokyo","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-"
"83417002","83418022","DCH","CA","Canada","Ontario","Toronto","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-"
"83965551","83965551","DCH","RU","Russian Federation","Tyumenskaya oblast'","Tyumen'","Russian Company LLC","rk.t72.ru","DCH","15493","Russian Company LLC","1","-"
"83979885","83979885","DCH","IQ","Iraq","Baghdad","Baghdad","Optimal Solutions Technology Company for information Technology and Software Solutions Ltd","optimumsol.net","DCH","198735","Optimal Solutions Technology Company for information Technology and Software Solutions Ltd","1","-"
"84422316","84422352","DCH","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","Petersburg Internet Network Ltd.","pinspb.ru","DCH","39556","Pin Hosting Europe GmbH","1","-"
"84478608","84478608","PUB","DE","Germany","Sachsen","Falkenstein","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","30","-"
"84514627","84514627","SES","DE","Germany","Sachsen","Falkenstein","Hetzner Online GmbH","hetzner.de","SES","24940","Hetzner Online GmbH","1","-"
"84535840","84535855","DCH","DE","Germany","Sachsen","Falkenstein","Ilbello Srl","hostingprofessionale.net","DCH","24940","Hetzner Online GmbH","1","-"
"84604424","84604425","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Hollycorn N.V.","hollycorn-nv-casinos.eu","DCH","209242","CloudFlare London LLC","1","-"
"85362521","85362521","DCH","IL","Israel","HaMerkaz","Petah Tikva","Triple C Cloud Computing Ltd.","ccc.co.il","DCH","50463","Triple C Cloud Computing Ltd.","1","-"
"86017245","86017245","PUB","BG","Bulgaria","Blagoevgrad","Belitsa","Maxnet-2016 EOOD","ipacct.bg","DCH","57705","Maxnet-2016 EOOD","30","-"
"86171037","86171037","PUB","JP","Japan","Tokyo","Tokyo","Akari Networks Limited","akrn.net","DCH","38136","Akari Networks","30","-"
"86201303","86201304","PUB","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","Beget LLC","beget.ru","DCH","198610","Beget LLC","30","-"
"86214963","86214964","PUB","RU","Russian Federation","Severnaya Osetiya, Respublika","Vladikavkaz","Limited Liability Company Irtelcom","irtelcom.ru","DCH","43530","Limited Liability Company Irtelcom","30","-"
"86219041","86219041","PUB","RU","Russian Federation","Severnaya Osetiya, Respublika","Vladikavkaz","Limited Liability Company Irtelcom","irtelcom.ru","DCH","43530","Limited Liability Company Irtelcom","13","-"
"86220269","86220270","PUB","RU","Russian Federation","Severnaya Osetiya, Respublika","Vladikavkaz","Limited Liability Company Irtelcom","irtelcom.ru","DCH","43530","Limited Liability Company Irtelcom","30","-"
"86450768","86450863","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"86497447","86497447","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Hostkey B.V.","hostkey.com","DCH","57043","Hostkey B.V.","30","-"
"86641259","86641259","PUB","RU","Russian Federation","Moskovskaya oblast'","Lukhovitsy","Rost LLC","colomna.net","DCH","39493","CJSC Kolomna-Sviaz TV","30","-"
"86646329","86646329","PUB","RU","Russian Federation","Moskovskaya oblast'","Lukhovitsy","Rost LLC","colomna.net","DCH","39493","CJSC Kolomna-Sviaz TV","30","-"
"86651146","86651146","PUB","RU","Russian Federation","Moskovskaya oblast'","Lukhovitsy","Rost LLC","colomna.net","DCH","39493","CJSC Kolomna-Sviaz TV","30","-"
"86659513","86659513","PUB","RU","Russian Federation","Moskovskaya oblast'","Kolomna","CJSC Kolomna-Sviaz TV","garantia.tv","DCH","39493","CJSC Kolomna-Sviaz TV","1","BOTNET"
"86780439","86780439","PUB","AE","United Arab Emirates","Dubayy","Dubai","LLC Internet Tehnologii","noc.su","DCH","215540","Global Connectivity Solutions LLP","30","-"
"86863028","86863028","PUB","DE","Germany","Baden-Wurttemberg","Karlsruhe","netcup GmbH","netcup.de","DCH","197540","netcup GmbH","30","-"
"87390132","87390132","PUB","UA","Ukraine","Kyiv","Kyiv","Dataline LLC","dataline.ua","DCH","35297","Dataline LLC","30","SCANNER"
"87763158","87763158","PUB","KZ","Kazakhstan","Qaraghandy oblysy","Saryshaghan","Too B-Tel","71036.kz","DCH","61367","Too B-Tel","30","-"
"87826432","87830527","DCH","NZ","New Zealand","Auckland","Auckland","Amazon.com Inc.","amazon.com","DCH","16509","Amazon.com Inc.","1","-"
"87960464","87960464","VPN","US","United States of America","Utah","Salt Lake City","NortonLifeLock Ireland Limited","nortonlifelock.com","DCH","35289","NortonLifeLock Ireland Limited","1","BOTNET"
"88853534","88853570","DCH","DE","Germany","Bayern","Nuremberg","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-"
"89004122","89004122","DCH","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH","hetzner.de","DCH","212317","Hetzner Online GmbH","1","-"
"89012287","89012287","PUB","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH","hetzner.de","DCH","212317","Hetzner Online GmbH","30","-"
"89021508","89021508","PUB","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH","hetzner.de","DCH","212317","Hetzner Online GmbH","1","-"
"89032154","89032168","DCH","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH","hetzner.de","DCH","212317","Hetzner Online GmbH","1","-"
"89048890","89048890","PUB","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH","hetzner.de","DCH","212317","Hetzner Online GmbH","30","-"
"89326018","89326024","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","H4Hosting BV","h4hosting.eu","DCH","51050","H4Hosting BV","1","-"
"90302864","90302867","DCH","IT","Italy","Emilia-Romagna","Bologna","Cup 2000 SpA","lepida.net","DCH","3269","Telecom Italia S.p.A.","1","-"
"90559198","90559198","DCH","RU","Russian Federation","Krasnodarskiy kray","Taman'","Petersburg Internet Network Ltd.","pinspb.ru","DCH","25591","BCLan LLC","1","-"
"90619808","90619823","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Milton Keynes","Six Degrees Technology Group Limited","6dg.co.uk","DCH","6908","Six Degrees Technology Group Limited","1","-"
